hip_Xposition,hip_Yposition,hip_Zposition,hip_Zrotation,hip_Yrotation,hip_Xrotation,abdomen_Zrotation,abdomen_Xrotation,abdomen_Yrotation,chest_Zrotation,chest_Xrotation,chest_Yrotation,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,head_Zrotation,head_Xrotation,head_Yrotation,eye.l_Zrotation,eye.l_Xrotation,eye.l_Yrotation,eye.r_Zrotation,eye.r_Xrotation,eye.r_Yrotation,rshoulder_Zrotation,rshoulder_Xrotation,rshoulder_Yrotation,relbow_Zrotation,relbow_Xrotation,relbow_Yrotation,rhand_Zrotation,rhand_Xrotation,rhand_Yrotation,lshoulder_Zrotation,lshoulder_Xrotation,lshoulder_Yrotation,lelbow_Zrotation,lelbow_Xrotation,lelbow_Yrotation,lhand_Zrotation,lhand_Xrotation,lhand_Yrotation
-529.231323,-207.793991,-449.999878,-24.999889,-159.999969,-24.999981,-178.204132,-87.157600,-177.820328,-63.756149,-62.950600,-37.283588,-20.000000,-20.000000,-49.999962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-194.798706,-102.290428,-194.362762,-50.379459,-68.607643,-110.449638,-170.934998,-88.408401,-179.998001,-194.594299,-103.430161,-194.866867,-14.320720,-68.625549,-163.749741,-7.174490,-88.133698,-180.000000
