hip_Xposition,hip_Yposition,hip_Zposition,hip_Zrotation,hip_Yrotation,hip_Xrotation,abdomen_Zrotation,abdomen_Xrotation,abdomen_Yrotation,chest_Zrotation,chest_Xrotation,chest_Yrotation,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,rhip_Zrotation,rhip_Xrotation,rhip_Yrotation,rknee_Zrotation,rknee_Xrotation,rknee_Yrotation,rfoot_Zrotation,rfoot_Xrotation,rfoot_Yrotation,toe1-2.r_Zrotation,toe1-2.r_Xrotation,toe1-2.r_Yrotation,toe5-3.r_Zrotation,toe5-3.r_Xrotation,toe5-3.r_Yrotation,lhip_Zrotation,lhip_Xrotation,lhip_Yrotation,lknee_Zrotation,lknee_Xrotation,lknee_Yrotation,lfoot_Zrotation,lfoot_Xrotation,lfoot_Yrotation,toe1-2.l_Zrotation,toe1-2.l_Xrotation,toe1-2.l_Yrotation,toe5-3.l_Zrotation,toe5-3.l_Xrotation,toe5-3.l_Yrotation
0.768463,0.391243,-270.000000,0.000010,0.000092,-0.000005,-0.851807,1.725609,-1.087723,-3.000362,-10.786716,1.743340,0.000000,0.000000,0.000000,-0.034172,-11.213367,-0.076271,-0.034439,15.722267,0.035561,-0.064407,-0.151859,0.043488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129837,-2.542950,0.131180,0.118378,22.404512,-0.004173,-0.020195,0.114796,0.228241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
