hip_Xposition,hip_Yposition,hip_Zposition,hip_Zrotation,hip_Yrotation,hip_Xrotation,abdomen_Zrotation,abdomen_Xrotation,abdomen_Yrotation,chest_Zrotation,chest_Xrotation,chest_Yrotation,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,rhip_Zrotation,rhip_Xrotation,rhip_Yrotation,rknee_Zrotation,rknee_Xrotation,rknee_Yrotation,rfoot_Zrotation,rfoot_Xrotation,rfoot_Yrotation,toe1-2.r_Zrotation,toe1-2.r_Xrotation,toe1-2.r_Yrotation,toe5-3.r_Zrotation,toe5-3.r_Xrotation,toe5-3.r_Yrotation,lhip_Zrotation,lhip_Xrotation,lhip_Yrotation,lknee_Zrotation,lknee_Xrotation,lknee_Yrotation,lfoot_Zrotation,lfoot_Xrotation,lfoot_Yrotation,toe1-2.l_Zrotation,toe1-2.l_Xrotation,toe1-2.l_Yrotation,toe5-3.l_Zrotation,toe5-3.l_Xrotation,toe5-3.l_Yrotation
0.002833,0.007206,0.008333,0.060000,0.009375,0.060000,0.008492,0.016463,0.008299,0.024165,0.028173,0.042786,1.500000,1.500000,1.500000,0.007701,0.016134,0.007701,0.008120,0.019096,0.008112,0.008112,0.016601,0.008130,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000,0.007698,0.014745,0.007707,0.008118,0.020862,0.008112,0.008118,0.016227,0.008138,1.500000,1.500000,1.500000,1.500000,1.500000,1.500000
