hip_Xposition,hip_Yposition,hip_Zposition,hip_Zrotation,hip_Yrotation,hip_Xrotation,abdomen_Zrotation,abdomen_Xrotation,abdomen_Yrotation,chest_Zrotation,chest_Xrotation,chest_Yrotation,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,rhip_Zrotation,rhip_Xrotation,rhip_Yrotation,rknee_Zrotation,rknee_Xrotation,rknee_Yrotation,rfoot_Zrotation,rfoot_Xrotation,rfoot_Yrotation,toe1-2.r_Zrotation,toe1-2.r_Xrotation,toe1-2.r_Yrotation,toe5-3.r_Zrotation,toe5-3.r_Xrotation,toe5-3.r_Yrotation,lhip_Zrotation,lhip_Xrotation,lhip_Yrotation,lknee_Zrotation,lknee_Xrotation,lknee_Yrotation,lfoot_Zrotation,lfoot_Xrotation,lfoot_Yrotation,toe1-2.l_Zrotation,toe1-2.l_Xrotation,toe1-2.l_Yrotation,toe5-3.l_Zrotation,toe5-3.l_Xrotation,toe5-3.l_Yrotation
530.168335,208.549179,-90.000153,24.999990,159.999954,24.999990,175.778168,92.839211,179.650284,59.072128,42.456459,36.801189,0.000000,0.000000,0.000000,194.740921,81.758774,194.692337,184.702530,94.274193,184.955612,184.851868,90.202438,184.552750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,194.987183,99.183884,194.767670,184.881790,94.303993,184.911316,184.755081,92.555344,184.553284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
