lhand_Xposition,lhand_Yposition,lhand_Zposition,lhand_Wrotation,lhand_Xrotation,lhand_Yrotation,lhand_Zrotation,finger2-1.l_Zrotation,finger2-1.l_Yrotation,finger2-2.l_Zrotation,finger2-3.l_Zrotation,finger3-1.l_Zrotation,finger3-1.l_Yrotation,finger3-2.l_Zrotation,finger3-3.l_Zrotation,finger4-1.l_Zrotation,finger4-1.l_Yrotation,finger4-2.l_Zrotation,finger4-3.l_Zrotation,finger5-1.l_Zrotation,finger5-1.l_Yrotation,finger5-2.l_Zrotation,finger5-3.l_Zrotation,lthumbBase_Zrotation,lthumbBase_Xrotation,lthumbBase_Yrotation,lthumb_Zrotation,lthumb_Xrotation,lthumb_Yrotation,finger1-2.l_Zrotation,finger1-2.l_Xrotation,finger1-2.l_Yrotation,finger1-3.l_Zrotation,finger1-3.l_Xrotation
-294.121582,-115.443550,-249.999985,-0.999770,-0.999920,-0.999850,-0.999900,-90.000000,-20.000000,-90.000000,-45.000000,-90.000000,-10.000000,-90.000000,-45.000000,-90.000000,-10.000000,-90.000000,-45.000000,-90.000000,-8.000000,-90.000000,-45.000000,0.000000,-35.000000,0.000000,-85.000000,-30.000000,0.000000,-35.000000,-40.000000,-70.000000,-50.000000,0.000000
