lhand_Xposition,lhand_Yposition,lhand_Zposition,lhand_Wrotation,lhand_Xrotation,lhand_Yrotation,lhand_Zrotation,finger2-1.l_Zrotation,finger2-1.l_Yrotation,finger2-2.l_Zrotation,finger2-3.l_Zrotation,finger3-1.l_Zrotation,finger3-1.l_Yrotation,finger3-2.l_Zrotation,finger3-3.l_Zrotation,finger4-1.l_Zrotation,finger4-1.l_Yrotation,finger4-2.l_Zrotation,finger4-3.l_Zrotation,finger5-1.l_Zrotation,finger5-1.l_Yrotation,finger5-2.l_Zrotation,finger5-3.l_Zrotation,lthumbBase_Zrotation,lthumbBase_Xrotation,lthumbBase_Yrotation,lthumb_Zrotation,lthumb_Xrotation,lthumb_Yrotation,finger1-2.l_Zrotation,finger1-2.l_Xrotation,finger1-2.l_Yrotation,finger1-3.l_Zrotation,finger1-3.l_Xrotation
147.169464,57.828541,57.499977,0.499932,0.499955,0.499937,0.499950,24.999998,10.000000,22.500000,11.250000,24.999998,5.000000,22.500000,11.250000,24.999998,5.000000,22.500000,11.250000,24.999998,8.250000,22.500000,11.250000,14.999999,8.750000,14.999999,42.500000,19.500000,21.249998,8.750000,21.250000,26.249996,12.500000,12.500000
