lhand_Xposition,lhand_Yposition,lhand_Zposition,lhand_Wrotation,lhand_Xrotation,lhand_Yrotation,lhand_Zrotation,finger2-1.l_Zrotation,finger2-1.l_Yrotation,finger2-2.l_Zrotation,finger2-3.l_Zrotation,finger3-1.l_Zrotation,finger3-1.l_Yrotation,finger3-2.l_Zrotation,finger3-3.l_Zrotation,finger4-1.l_Zrotation,finger4-1.l_Yrotation,finger4-2.l_Zrotation,finger4-3.l_Zrotation,finger5-1.l_Zrotation,finger5-1.l_Yrotation,finger5-2.l_Zrotation,finger5-3.l_Zrotation,lthumbBase_Zrotation,lthumbBase_Xrotation,lthumbBase_Yrotation,lthumb_Zrotation,lthumb_Xrotation,lthumb_Yrotation,finger1-2.l_Zrotation,finger1-2.l_Xrotation,finger1-2.l_Yrotation,finger1-3.l_Zrotation,finger1-3.l_Xrotation
0.006795,0.017292,0.017391,2.000270,2.000180,2.000250,2.000200,0.040000,0.100000,0.044444,0.088889,0.040000,0.200000,0.044444,0.088889,0.040000,0.200000,0.044444,0.088889,0.040000,0.121212,0.044444,0.088889,0.066667,0.114286,0.066667,0.023529,0.051282,0.047059,0.114286,0.047059,0.038095,0.080000,0.080000
