lhand_Xposition,lhand_Yposition,lhand_Zposition,lhand_Wrotation,lhand_Xrotation,lhand_Yrotation,lhand_Zrotation,finger2-1.l_Zrotation,finger2-1.l_Yrotation,finger2-2.l_Zrotation,finger2-3.l_Zrotation,finger3-1.l_Zrotation,finger3-1.l_Yrotation,finger3-2.l_Zrotation,finger3-3.l_Zrotation,finger4-1.l_Zrotation,finger4-1.l_Yrotation,finger4-2.l_Zrotation,finger4-3.l_Zrotation,finger5-1.l_Zrotation,finger5-1.l_Yrotation,finger5-2.l_Zrotation,finger5-3.l_Zrotation,lthumbBase_Zrotation,lthumbBase_Xrotation,lthumbBase_Yrotation,lthumb_Zrotation,lthumb_Xrotation,lthumb_Yrotation,finger1-2.l_Zrotation,finger1-2.l_Xrotation,finger1-2.l_Yrotation,finger1-3.l_Zrotation,finger1-3.l_Xrotation
294.556244,115.870613,-20.000071,0.999960,0.999900,0.999900,0.999900,9.999990,20.000000,-0.000000,-0.000000,9.999990,10.000000,-0.000000,-0.000000,9.999990,10.000000,-0.000000,-0.000000,9.999990,25.000000,-0.000000,-0.000000,60.000000,-0.000000,60.000000,84.999992,48.000000,84.999992,-0.000000,45.000000,34.999989,-0.000000,50.000000
