hip_Xposition,hip_Yposition,hip_Zposition,hip_Zrotation,hip_Yrotation,hip_Xrotation,abdomen_Zrotation,abdomen_Xrotation,abdomen_Yrotation,chest_Zrotation,chest_Xrotation,chest_Yrotation,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,head_Zrotation,head_Xrotation,head_Yrotation,eye.l_Zrotation,eye.l_Xrotation,eye.l_Yrotation,eye.r_Zrotation,eye.r_Xrotation,eye.r_Yrotation,rshoulder_Zrotation,rshoulder_Xrotation,rshoulder_Yrotation,relbow_Zrotation,relbow_Xrotation,relbow_Yrotation,rhand_Zrotation,rhand_Xrotation,rhand_Yrotation,lshoulder_Zrotation,lshoulder_Xrotation,lshoulder_Yrotation,lelbow_Zrotation,lelbow_Xrotation,lelbow_Yrotation,lhand_Zrotation,lhand_Xrotation,lhand_Yrotation
530.117065,208.539017,-90.001862,25.000000,159.999939,24.999960,178.908234,91.660957,177.813217,62.501869,41.138680,39.357349,19.999981,19.999981,49.999889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,194.524231,104.250809,194.573471,36.389519,11.301960,165.099304,7.426420,86.240601,180.000000,194.669479,104.482811,194.382507,49.527931,9.396120,16.307560,172.410004,88.609802,180.000000
