hip_Xposition,hip_Yposition,hip_Zposition,hip_Zrotation,hip_Yrotation,hip_Xrotation,abdomen_Zrotation,abdomen_Xrotation,abdomen_Yrotation,chest_Zrotation,chest_Xrotation,chest_Yrotation,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,head_Zrotation,head_Xrotation,head_Yrotation,eye.l_Zrotation,eye.l_Xrotation,eye.l_Yrotation,eye.r_Zrotation,eye.r_Xrotation,eye.r_Yrotation,rshoulder_Zrotation,rshoulder_Xrotation,rshoulder_Yrotation,relbow_Zrotation,relbow_Xrotation,relbow_Yrotation,rhand_Zrotation,rhand_Xrotation,rhand_Yrotation,lshoulder_Zrotation,lshoulder_Xrotation,lshoulder_Yrotation,lelbow_Zrotation,lelbow_Xrotation,lelbow_Yrotation,lhand_Zrotation,lhand_Xrotation,lhand_Yrotation
353.116119,138.777664,119.999336,16.666630,106.666634,16.666647,119.037460,59.606190,118.544510,42.086002,34.696426,25.546980,13.333327,13.333327,33.333282,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,0.666667,129.774307,68.847069,129.645401,28.922993,26.636538,91.849648,59.453808,58.216335,119.999336,129.754593,69.304321,129.749786,21.282883,26.007221,60.019100,59.861492,58.914497,119.999992
