hip_Xposition,hip_Yposition,hip_Zposition,hip_Zrotation,hip_Yrotation,hip_Xrotation,abdomen_Zrotation,abdomen_Xrotation,abdomen_Yrotation,chest_Zrotation,chest_Xrotation,chest_Yrotation,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,head_Zrotation,head_Xrotation,head_Yrotation,eye.l_Zrotation,eye.l_Xrotation,eye.l_Yrotation,eye.r_Zrotation,eye.r_Xrotation,eye.r_Yrotation,rshoulder_Zrotation,rshoulder_Xrotation,rshoulder_Yrotation,relbow_Zrotation,relbow_Xrotation,relbow_Yrotation,rhand_Zrotation,rhand_Xrotation,rhand_Yrotation,lshoulder_Zrotation,lshoulder_Xrotation,lshoulder_Yrotation,lelbow_Zrotation,lelbow_Xrotation,lelbow_Yrotation,lhand_Zrotation,lhand_Xrotation,lhand_Yrotation
0.442871,0.372513,-270.000854,0.000055,-0.000015,-0.000010,0.352051,2.251678,-0.003555,-0.627140,-10.905960,1.036880,-0.000010,-0.000010,-0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.137238,0.980190,0.105354,-6.994970,-28.652842,27.324833,-81.754288,-1.083900,0.000999,0.037590,0.526325,-0.242180,17.603605,-29.614716,-73.721092,82.617760,0.238052,0.000000
