hip_Xposition,hip_Yposition,hip_Zposition,neck1_Zrotation,neck1_Xrotation,neck1_Yrotation,eye.R_Zrotation,eye.R_Xrotation,eye.L_Zrotation,eye.L_Xrotation,oculi01.R_Zrotation,oculi01.L_Zrotation,orbicularis03.R_Xrotation,orbicularis04.R_Xrotation,orbicularis03.L_Xrotation,orbicularis04.L_Xrotation,levator06.L_Xrotation,levator06.R_Xrotation,levator03.L_Zrotation,levator03.R_Zrotation,oris03.L_Zrotation,oris07.L_Zrotation,oris03.R_Zrotation,oris07.R_Zrotation,jaw_Xrotation,jaw_Yrotation,oris04.L_Zrotation,oris04.R_Zrotation,oris06.L_Zrotation,oris06.R_Zrotation,orbicularis03.R_Yrotation,orbicularis04.R_Yrotation,orbicularis03.L_Yrotation,orbicularis04.L_Yrotation,levator06.L_Yrotation,levator06.R_Yrotation,oris03.L_Xrotation,oris03.L_Yrotation,oris07.L_Yrotation,oris03.R_Xrotation,oris03.R_Yrotation,oris07.R_Yrotation,oris05_Xrotation,oris05_Yrotation
0.000000,0.000000,-1.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.500000,-0.500000,0.000000,-15.000000,0.000000,-15.000000,8.000000,0.000000,-15.000000,15.000000,0.000000,0.000000,172.000000,172.000000,-172.000000,172.000000,-247.000000,247.000000,-40.000000,172.000000,172.000000,-40.000000,179.000000,172.000000,-35.000000,-176.000000
